data from new session is written from here:
Sun May  2 20:43:28 2021,-20,134,258
Sun May  2 20:43:28 2021,-20,134,258
Sun May  2 20:43:28 2021,191,22,181
Sun May  2 20:43:28 2021,101,269,75
Sun May  2 20:43:28 2021,-59,391,91
Sun May  2 20:43:28 2021,-107,324,281
Sun May  2 20:43:28 2021,70,182,195
Sun May  2 20:43:28 2021,70,182,195
Sun May  2 20:43:28 2021,238,170,98
Sun May  2 20:43:28 2021,-24,328,28
Sun May  2 20:43:28 2021,-8,262,216
Sun May  2 20:43:28 2021,29,183,241
Sun May  2 20:43:28 2021,74,168,121
Sun May  2 20:43:28 2021,74,168,121
Sun May  2 20:43:28 2021,13,237,40
Sun May  2 20:43:28 2021,-157,306,152
Sun May  2 20:43:28 2021,10,81,246
Sun May  2 20:43:28 2021,10,81,246
Sun May  2 20:43:28 2021,159,151,169
Sun May  2 20:43:28 2021,15,284,96
Sun May  2 20:43:28 2021,-153,260,111
Sun May  2 20:43:28 2021,-153,260,111
Sun May  2 20:43:28 2021,-91,184,286
Sun May  2 20:43:28 2021,170,176,140
Sun May  2 20:43:28 2021,66,215,38
Sun May  2 20:43:28 2021,66,215,38
Sun May  2 20:43:28 2021,6,247,56
Sun May  2 20:43:28 2021,-62,281,283
Sun May  2 20:43:28 2021,122,206,236
Sun May  2 20:43:28 2021,122,206,236
Sun May  2 20:43:28 2021,199,262,110
Sun May  2 20:43:28 2021,9,263,22
Sun May  2 20:43:28 2021,-74,200,219
Sun May  2 20:43:28 2021,-74,200,219
Sun May  2 20:43:28 2021,98,158,254
Sun May  2 20:43:28 2021,-15,184,143
Sun May  2 20:43:28 2021,-15,184,143
Sun May  2 20:43:28 2021,-22,341,71
Sun May  2 20:43:28 2021,-211,259,159
Sun May  2 20:43:28 2021,1,141,247
Sun May  2 20:43:28 2021,1,141,247
Sun May  2 20:43:28 2021,118,196,152
Sun May  2 20:43:28 2021,-10,303,63
Sun May  2 20:43:28 2021,-110,311,117
Sun May  2 20:43:28 2021,-65,186,290
Sun May  2 20:43:28 2021,-65,186,290
Sun May  2 20:43:28 2021,124,141,171
Sun May  2 20:43:28 2021,200,226,57
Sun May  2 20:43:28 2021,200,226,57
Sun May  2 20:43:28 2021,-44,232,37
Sun May  2 20:43:28 2021,37,228,291
Sun May  2 20:43:28 2021,116,205,237
Sun May  2 20:43:28 2021,39,240,97
Sun May  2 20:43:28 2021,39,240,97
Sun May  2 20:43:28 2021,11,242,20
Sun May  2 20:43:28 2021,-165,136,213
Sun May  2 20:43:28 2021,81,124,236
Sun May  2 20:43:28 2021,81,124,236
Sun May  2 20:43:28 2021,-21,224,155
Sun May  2 20:43:28 2021,-21,353,66
Sun May  2 20:43:28 2021,-191,345,183
Sun May  2 20:43:28 2021,-191,345,183
Sun May  2 20:43:29 2021,-58,94,243
Sun May  2 20:43:29 2021,200,122,147
Sun May  2 20:43:29 2021,-17,344,65
Sun May  2 20:43:29 2021,-17,344,65
Sun May  2 20:43:29 2021,-156,327,138
Sun May  2 20:43:29 2021,-74,277,292
Sun May  2 20:43:29 2021,164,144,184
Sun May  2 20:43:29 2021,164,144,184
Sun May  2 20:43:29 2021,273,219,54
Sun May  2 20:43:29 2021,-111,310,46
Sun May  2 20:43:29 2021,-99,179,277
Sun May  2 20:43:29 2021,-99,179,277
Sun May  2 20:43:29 2021,108,243,244
Sun May  2 20:43:29 2021,91,301,109
Sun May  2 20:43:29 2021,75,199,35
Sun May  2 20:43:29 2021,75,199,35
Sun May  2 20:43:29 2021,-78,120,217
Sun May  2 20:43:29 2021,113,120,254
Sun May  2 20:43:29 2021,113,120,254
Sun May  2 20:43:29 2021,127,291,147
Sun May  2 20:43:29 2021,-6,371,64
Sun May  2 20:43:29 2021,-52,225,179
Sun May  2 20:43:29 2021,-52,225,179
Sun May  2 20:43:29 2021,17,45,276
Sun May  2 20:43:29 2021,121,104,160
Sun May  2 20:43:29 2021,-54,299,50
Sun May  2 20:43:29 2021,-54,299,50
Sun May  2 20:43:29 2021,-178,306,118
Sun May  2 20:43:29 2021,-5,184,290
Sun May  2 20:43:29 2021,33,129,161
Sun May  2 20:43:29 2021,132,222,53
Sun May  2 20:43:29 2021,132,222,53
Sun May  2 20:43:29 2021,-155,303,47
Sun May  2 20:43:29 2021,-111,268,275
Sun May  2 20:43:29 2021,5,207,247
Sun May  2 20:43:29 2021,5,207,247
Sun May  2 20:43:29 2021,169,225,109
Sun May  2 20:43:29 2021,-41,240,21
Sun May  2 20:43:29 2021,-166,223,198
Sun May  2 20:43:29 2021,-166,223,198
Sun May  2 20:43:29 2021,45,241,284
Sun May  2 20:43:29 2021,78,223,150
Sun May  2 20:43:29 2021,114,267,31
Sun May  2 20:43:29 2021,114,267,31
Sun May  2 20:43:29 2021,-144,262,159
Sun May  2 20:43:29 2021,-90,199,292
Sun May  2 20:43:29 2021,75,290,177
Sun May  2 20:43:29 2021,75,290,177
Sun May  2 20:43:29 2021,111,211,54
Sun May  2 20:43:29 2021,-41,190,67
Sun May  2 20:43:29 2021,-79,166,257
Sun May  2 20:43:29 2021,-79,166,257
Sun May  2 20:43:29 2021,76,248,235
Sun May  2 20:43:29 2021,42,256,93
Sun May  2 20:43:29 2021,57,261,30
Sun May  2 20:43:29 2021,57,261,30
Sun May  2 20:43:29 2021,-70,162,210
